"Profile","Distance","SiO2 (wt%)","TiO2 (wt%)","Al2O3 (wt%)","Cr2O3 (wt%)","FeO (wt%)","MnO (wt%)","MgO (wt%)","CaO (wt%)","NiO (wt%)","P2O5 (wt%)","Total (wt%)","Fo","Fo_err","XFo","Fo_stdev","Zone"
"Ol13A",258.477,38.9878,,0.056267,0.079003,10.1511,0.130992,48.65,0.188424,0.368929,0.003179,98.615694,89.5210582749096,0.030163184032517,0.895210582749096,0.000301631840325,1
"Ol13A",264.56,39.0463,,0.055674,0.081976,10.1124,0.126792,48.6992,0.180624,0.374212,0.011681,98.688859,89.5662858490379,0.030028045748139,0.895662858490379,0.000300280457481,1
"Ol13A",270.562,38.8974,,0.054788,0.082497,10.1674,0.134711,48.576,0.180604,0.37365,0.011022,98.478072,89.4916910983106,0.030204708657045,0.894916910983106,0.00030204708657,1
"Ol13A",276.551,39.0978,,0.054513,0.083646,10.1558,0.129875,48.7363,0.186642,0.371916,0.005957,98.822449,89.5333354687728,0.030128270639189,0.895333354687728,0.000301282706392,1
"Ol13A",282.553,39.1458,,0.05545,0.083104,10.141,0.132676,48.6995,0.184012,0.371828,0.010057,98.823427,89.5399214563728,0.030077637430658,0.895399214563728,0.000300776374307,1
"Ol13A",288.567,39.1083,,0.053393,0.084962,10.1423,0.130417,48.6536,0.182258,0.371829,0.007782,98.734841,89.5298849340227,0.030096457138257,0.895298849340227,0.000300964571383,1
"Ol13A",294.557,39.1009,,0.054948,0.081468,10.1525,0.129128,48.6595,0.187243,0.375,0.003354,98.744041,89.5215962241672,0.030122281266031,0.895215962241672,0.00030122281266,1
"Ol13A",300.558,38.9385,,0.052417,0.082559,10.1653,0.133903,48.6733,0.189302,0.371677,0.003773,98.610731,89.5124334838023,0.030162918976977,0.895124334838023,0.00030162918977,1
"Ol13A",306.66,39.0816,,0.052528,0.082636,10.177,0.135381,48.7461,0.194244,0.375527,0.004331,98.849347,89.5156648135761,0.030126616178691,0.895156648135761,0.000301266161787,1
"Ol13A",312.642,39.0379,,0.051266,0.082619,10.1491,0.126876,48.7769,0.183631,0.371369,0.00809,98.787751,89.5473150423407,0.030039626177235,0.895473150423407,0.000300396261772,1
"Ol13A",318.656,38.9907,,0.052528,0.084168,10.0884,0.133861,48.6446,0.187589,0.372982,0.008379,98.563207,89.5780020218932,0.029993467111886,0.895780020218932,0.000299934671119,1
"Ol13A",324.648,39.07,,0.051844,0.080126,10.1694,0.129459,48.7178,0.185719,0.375687,0.011358,98.791393,89.5172257673256,0.030123942005119,0.895172257673256,0.000301239420051,1
"Ol13A",330.647,39.1781,,0.052753,0.082719,10.1522,0.131583,48.7125,0.18804,0.374092,0.008323,98.88031,89.5320804028152,0.030068036868485,0.895320804028152,0.000300680368685,1
"Ol13A",336.66,39.0999,,0.049933,0.081968,10.1566,0.129858,48.727,0.182769,0.37341,0.009217,98.810655,89.5308086362544,0.03008369343678,0.895308086362544,0.000300836934368,1
"Ol13A",342.663,39.0937,,0.052852,0.080624,10.167,0.131219,48.7329,0.184957,0.373783,0.007977,98.825012,89.5223476110844,0.030070228154955,0.895223476110844,0.00030070228155,1
"Ol13A",348.654,39.1316,,0.051399,0.082017,10.166,0.131633,48.7562,0.189357,0.375299,0.00533,98.888835,89.5277525861156,0.03006405925526,0.895277525861156,0.000300640592553,1
"Ol13A",354.747,39.0042,,0.051593,0.082109,10.1325,0.131637,48.6573,0.188408,0.372701,0.003822,98.62427,89.539655636385,0.030046465270473,0.89539655636385,0.000300464652705,1
"Ol13A",360.739,39.0623,,0.050008,0.083182,10.1763,0.128059,48.7956,0.186264,0.372378,0.011498,98.865589,89.5258314493086,0.030041333104613,0.895258314493086,0.000300413331046,1
"Ol13A",366.749,39.0738,,0.05285,0.085546,10.1474,0.13018,48.7584,0.191784,0.374808,0.026978,98.841746,89.5453320958818,0.029989011587198,0.895453320958818,0.000299890115872,1
"Ol13A",372.752,39.1011,,0.05142,0.086465,10.197,0.128132,48.6816,0.19057,0.371653,0.015131,98.823071,89.484772566243,0.030126543905865,0.89484772566243,0.000301265439059,1
"Ol13A",378.744,39.0789,,0.049078,0.08187,10.1825,0.131972,48.7316,0.18079,0.377689,0.009218,98.823617,89.5077994271307,0.030090236135791,0.895077994271307,0.000300902361358,1
"Ol13A",384.743,39.0007,,0.049231,0.082097,10.2209,0.13122,48.7879,0.180558,0.377353,0.005326,98.835285,89.483267999522,0.030159024922227,0.89483267999522,0.000301590249222,1
"Ol13A",390.756,39.1637,,0.053284,0.082115,10.2018,0.126831,48.7656,0.191351,0.377122,0.015574,98.977377,89.4965605857288,0.030102813775784,0.894965605857288,0.000301028137758,1
"Ol13A",396.749,39.211,,0.051704,0.083128,10.1808,0.133041,48.6479,0.184777,0.377517,0.013943,98.88381,89.4932143693557,0.030116646152337,0.894932143693557,0.000301166461523,1
"Ol13A",402.84,39.0561,,0.051264,0.081469,10.2024,0.142105,48.6344,0.189571,0.37316,0.006666,98.737135,89.4706549705807,0.03016273016268,0.894706549705806,0.000301627301627,1
"Ol13A",408.834,39.0823,,0.050046,0.081589,10.1703,0.134896,48.6489,0.186276,0.375894,0.003902,98.734103,89.5031062126098,0.030073108680725,0.895031062126098,0.000300731086807,1
"Ol13A",414.835,39.0156,,0.052909,0.084698,10.1801,0.132089,48.7607,0.183999,0.372324,0.005501,98.78792,89.5156169892315,0.030027338057217,0.895156169892315,0.000300273380572,1
